Stock	Time	Last	Chg	Chg%	TVal	%Val	TLot	%Lot	TFrq	%Frq	Type	Stock Name	Corp. Action	
WIDI	11:59:54	40	3	8.1	698125900	64	180810	63	687	61	ACCEL	Widiant Jaya Krenindo Tbk.	-	
DKHH	11:59:06	75	2	2.7	696725000	56	93968	55	897	60	ORDI_PREOPEN	Cipta Sarana Medika Tbk.	-	
JATI	11:59:23	119	3	2.6	690015500	50	58111	49	666	49	ORDI_PREOPEN	Informasi Teknologi Indonesia Tbk.	-	
LPCK	11:57:02	775	-10	-1.3	688227000	20	8876	19	276	26	ORDI_PREOPEN	Lippo Cikarang Tbk	-	
WSBP	11:55:01	22	0	0.0	682126900	11	315394	11	573	27	WATCH_CALL	Waskita Beton Precast Tbk.	-	
BJBR	11:55:16	820	0	0.0	675504500	28	8241	27	344	61	ORDI_PREOPEN	Bank Pembangunan Daerah Jawa Barat dan Banten Tbk.	-	
OPMS	11:59:12	151	0	0.0	675401500	24	45010	24	490	30	ORDI_PREOPEN	Optima Prima Metal Sinergi Tbk.	-	
BIRD	11:59:03	1725	0	0.0	667421500	45	3872	44	271	29	ORDI_PREOPEN	Blue Bird Tbk.	-	
WINR	11:55:01	43	-3	-6.5	665010900	0	151769	0	441	0	WATCH_CALL	Winner Nusantara Jaya Tbk.	-	
PTROBQCQ6A	11:48:53	59	3	5.4	662643000	51	110706	50	46	56	S_WARI	SW Call 40:1 x28500 PTRO 26 Aug 26 KISI (BQ)	-	
ACRO	11:58:45	83	1	1.2	655159000	62	78236	61	740	47	ORDI_PREOPEN	Samcro Hyosung Adilestari Tbk.	-	
CNKO	11:55:01	63	1	1.6	647939800	80	103175	80	180	46	WATCH_CALL	Exploitasi Energi Indonesia Tbk.	-	
BUMIBQCU6A	11:45:18	32	0	0.0	642647100	16	194630	15	58	24	S_WARI	SW Call 2,5:1 x1030 BUMI 25 Sep 26 KISI (BQ)	-	
RAJABQCJ6A	11:56:53	32	7	28.0	642577400	51	194038	50	420	51	S_WARI	SW Call 14,9511:1 x6753 RAJA 27 Apr 26 KISI (BQ)	-	
ASGR	11:48:16	1765	-20	-1.1	634203500	37	3569	36	182	32	ORDI_PREOPEN	Astra Graphia Tbk.	-	
RAJAHDCN6A	11:50:43	38	2	5.6	625976200	77	155942	76	229	49	S_WARI	SW Call 29,90228:1 x5889 RAJA 27 Jul 26 KGI (HD)	-	
SSTM	11:54:05	1205	-10	-0.8	624323500	42	5251	41	436	35	ORDI_PREOPEN	Sunson Textile Manufacture Tbk	-	
LABA	11:58:31	129	0	0.0	606973700	32	47215	31	617	42	ORDI_PREOPEN	Green Power Group Tbk.	-	
EMTKBQCN6A	11:26:45	16	0	0.0	594456100	0	396282	0	41	17	S_WARI	SW Call 5:1 x2272 EMTK 28 Jul 26 KISI (BQ)	-	
BNBA	11:58:34	885	30	3.5	592132500	67	6826	67	123	53	ORDI_PREOPEN	Bank Bumi Arta Tbk.	-	
SAME	11:59:09	342	4	1.2	589255200	37	17175	36	313	50	ORDI_PREOPEN	Sarana Meditama Metropolitan Tbk.	-	
FORE	11:57:47	488	-4	-0.8	575136400	30	11753	29	488	47	ORDI_PREOPEN	Fore Kopi Indonesia Tbk.	-	
KKGI	11:59:42	324	-2	-0.6	565811000	18	17505	17	347	30	ORDI_PREOPEN	Resource Alam Indonesia Tbk.	-	
BMRIBQCG6A	09:59:58	15	0	0.0	564423500	13	399593	12	28	35	S_WARI	SW Call 9,8020:1 x5489 BMRI 24 Feb 26 KISI (BQ)	-	
PLAN	11:54:12	84	-3	-3.4	549828400	23	65961	22	624	34	ACCEL	Planet Properindo Jaya Tbk.	-	
AMOR	11:57:35	354	4	1.1	548650400	36	15518	36	606	45	ORDI_PREOPEN	Ashmore Asset Management Indonesia Tbk.	Dist Cash Dividend 2026-02-24	
PTROHDCN6A	11:52:33	52	3	6.1	546537500	30	99912	29	195	47	S_WARI	SW Call 30:1 x8489 PTRO 9 Jul 26 KGI (HD)	-	
PANIBQCJ6A	11:59:25	19	-2	-9.5	544382800	42	291898	41	1002	46	S_WARI	SW Call 30:1 x23490 PANI 27 Apr 26 KISI (BQ)	-	
AEGS	11:59:53	68	-3	-4.2	542108600	27	77991	26	348	45	ACCEL	Anugerah Spareparts Sejahtera Tbk.	-	
SATU	11:46:32	266	6	2.3	541914800	33	20582	32	847	20	ORDI_PREOPEN	Kota Satu Properti Tbk.	-	
BYAN	11:59:52	14150	-50	-0.4	538452500	12	379	12	130	17	ORDI_PREOPEN	Bayan Resources Tbk.	-	
MTFN	11:55:01	26	2	8.3	537648800	47	206788	46	260	53	WATCH_CALL	Capitalinc Investment Tbk.	-	
WINS	11:52:56	545	5	0.9	535048500	48	9847	47	252	61	ORDI_PREOPEN	Wintermar Offshore Marine Tbk.	-	
BABP	11:59:40	59	0	0.0	530574400	21	90883	21	277	42	ORDI_PREOPEN	Bank MNC Internasional Tbk.	-	
MINE	11:48:33	450	-2	-0.4	529172600	13	11752	12	130	33	ORDI_PREOPEN	Sinar Terang Mandiri Tbk.	-	
HBAT	11:56:45	428	10	2.4	528351200	18	12699	17	264	29	ACCEL	Minahasa Membangun Hebat Tbk.	-	
AISA	11:55:58	139	-1	-0.7	526528800	25	37735	25	362	32	ORDI_PREOPEN	FKS Food Sejahtera Tbk.	-	
DIVA	11:59:33	145	1	0.7	522200300	55	35945	55	331	50	ORDI_PREOPEN	Distribusi Voucher Nusantara Tbk.	-	
ARNA	11:53:17	535	0	0.0	521337000	78	9745	78	230	51	ORDI_PREOPEN	Arwana Citramulia Tbk.	-	
EXCLZPCN6A	10:18:40	52	0	0.0	510630400	40	98202	39	37	72	S_WARI	SW Call 14,1661:1 x2550 EXCL 28 Jul 26 Maybank (ZP)	-	
ADHI	11:55:37	236	0	0.0	506256400	41	21459	40	505	48	ORDI_PREOPEN	Adhi Karya (Persero) Tbk.	-	
MCOL	11:41:29	3480	10	0.3	506054000	9	1448	9	259	15	ORDI_PREOPEN	Prima Andalan Mandiri Tbk.	-	
KUAS	11:59:30	91	0	0.0	500395300	37	55012	36	605	43	ORDI_PREOPEN	Ace Oldfields Tbk.	-	
NINE	11:45:05	163	14	9.4	494675800	1	30351	0	247	1	ACCEL	Techno9 Indonesia Tbk.	-	
PTPS	11:59:56	193	1	0.5	491079200	22	25547	21	331	28	ORDI_PREOPEN	Pulau Subur Tbk.	-	
NOBU	11:55:51	525	5	1.0	490067000	46	9352	46	111	38	ORDI_PREOPEN	Bank Nationalnobu Tbk.	-	
GULA	11:59:50	348	0	0.0	481894200	23	13919	22	323	44	ORDI_PREOPEN	Aman Agrindo Tbk.	-	
CARE	11:59:32	460	-6	-1.3	478134600	44	10423	44	513	38	ORDI_PREOPEN	Metro Healthcare Indonesia Tbk.	-	
PTROYUCK6A	11:49:16	312	20	6.8	471647000	55	14816	55	134	47	S_WARI	SW Call 10:1 x5200 PTRO 25 May 26 CGS (YU)	-	
TOTL	11:57:32	1080	5	0.5	468308000	24	4350	24	186	34	ORDI_PREOPEN	Total Bangun Persada Tbk.	-	
INAI	11:58:35	218	-6	-2.7	465209000	36	21183	35	640	46	ORDI_PREOPEN	Indal Aluminium Industry Tbk.	-	
UNSP	11:55:01	284	10	3.6	462079400	48	15727	47	131	40	WATCH_CALL	Bakrie Sumatera Plantations Tbk.	-	
MGLV	11:01:53	3100	280	9.9	450430000	0	1453	0	33	0	ACCEL	Panca Anugrah Wisesa Tbk.	-	
AGRS	11:59:32	77	1	1.3	446890100	71	58042	70	277	51	ORDI_PREOPEN	Bank IBK Indonesia Tbk.	-	
MPRO	10:03:12	11000	0	0.0	444850000	51	408	50	17	58	ORDI_PREOPEN	Maha Properti Indonesia Tbk.	-	
KBLV	11:57:35	147	-2	-1.3	443855800	36	30134	35	342	35	ORDI_PREOPEN	First Media Tbk.	-	
NELY	11:54:39	408	2	0.5	441325800	60	10759	59	285	58	ORDI_PREOPEN	Pelayaran Nelly Dwi Putri Tbk.	-	
LOPI	11:58:13	151	4	2.7	434478900	76	29413	76	221	70	ACCEL	Logisticsplus International Tbk.	-	
BACA	11:53:14	162	-2	-1.2	433449900	30	26815	30	346	34	ORDI_PREOPEN	Bank Capital Indonesia Tbk.	-	
KING	11:25:09	200	0	0.0	433164800	15	21835	15	107	28	ACCEL	Hoffmen Cleanindo Tbk.	-	
BUMIZPCQ6A	11:59:23	66	0	0.0	433120300	40	64624	40	231	42	S_WARI	SW Call 1:1 x300 BUMI 26 Aug 26 Maybank (ZP)	-	
WINE	11:57:05	204	-2	-1.0	431145600	72	20909	72	325	76	ORDI_PREOPEN	Hatten Bali Tbk.	-	
MANG	11:59:47	61	-1	-1.6	428111500	37	70597	37	566	42	ACCEL	Manggung Polahraya Tbk.	-	
DSFI	11:58:23	109	-1	-0.9	427913200	31	39227	31	526	35	ORDI_PREOPEN	Dharma Samudera Fishing Industries Tbk.	-	
MAIN	11:46:58	760	-5	-0.7	423340500	37	5546	36	176	43	ORDI_PREOPEN	Malindo Feedmill Tbk.	-	
CITY	11:59:23	238	10	4.4	418677800	55	17510	55	523	52	ORDI_PREOPEN	Natura City Developments Tbk.	-	
ISSP	11:58:58	478	8	1.7	418443600	56	8828	55	201	49	ORDI_PREOPEN	Steel Pipe Industry of Indonesia Tbk.	-	
KBAG	11:55:01	53	0	0.0	416148700	24	78173	23	191	37	WATCH_CALL	Karya Bersama Anugerah Tbk.	-	
IPCM	11:56:03	336	0	0.0	409379400	35	12249	34	191	53	ORDI_PREOPEN	Jasa Armada Indonesia Tbk.	-	
BANK	11:55:13	630	-5	-0.8	404690500	39	6438	38	175	39	ORDI_PREOPEN	Bank Aladin Syariah Tbk.	-	
PUDP	11:57:46	426	2	0.5	404208800	42	9516	41	198	40	ORDI_PREOPEN	Pudjiadi Prestige Tbk.	-	
WAPO	11:54:55	182	-1	-0.5	400337500	40	22119	39	355	38	ORDI_PREOPEN	Wahana Pronatural Tbk.	-	
JAYA	11:59:18	124	2	1.6	400242700	27	32519	26	359	44	ORDI_PREOPEN	Armada Berjaya Trans Tbk.	-	
TAMU	11:55:01	34	-3	-8.1	399455600	0	114154	0	567	0	WATCH_CALL	Pelayaran Tamarin Samudra Tbk.	-	
PTSN	11:59:46	410	12	3.0	395350800	59	9958	58	257	62	ORDI_PREOPEN	Sat Nusapersada Tbk	-	
AREA	11:59:49	418	4	1.0	392118000	66	9427	65	150	74	ORDI_PREOPEN	Dunia Virtual Online Tbk.	-	
MCOR	11:54:05	76	0	0.0	388912300	26	50892	26	203	42	ORDI_PREOPEN	Bank China Construction Bank Indonesia Tbk.	-	
BMHS	11:57:26	194	-1	-0.5	387367300	33	20038	32	237	42	ORDI_PREOPEN	Bundamedik Tbk.	-	
KJEN	11:51:24	159	0	0.0	382392300	34	23893	34	397	41	ORDI_PREOPEN	Krida Jaringan Nusantara Tbk.	-	
SWID	11:57:22	119	-1	-0.8	378930400	32	31951	32	357	30	ORDI_PREOPEN	Saraswanti Indoland Development Tbk.	-	
HEALDRCJ6A	11:59:47	11	2	22.2	378265300	48	365388	47	1773	66	S_WARI	SW Call 6:1 x1750 HEAL 20 Apr 26 RHB (DR)	-	
BLES	11:57:10	151	-3	-1.9	378089200	87	24993	86	124	52	ORDI_PREOPEN	Superior Prima Sukses Tbk.	-	
ATIC	11:59:59	665	20	3.1	377632000	28	5625	27	224	45	ORDI_PREOPEN	Anabatic Technologies Tbk.	-	
GGRP	11:57:53	324	-6	-1.8	371229200	29	11479	28	152	26	ORDI_PREOPEN	Gunung Raja Paksi Tbk.	-	
MDLA	11:51:41	250	0	0.0	364250000	39	14706	39	224	39	ORDI_PREOPEN	Medela Potentia Tbk.	-	
AYLS	11:57:28	278	-8	-2.8	362338400	21	12855	20	321	17	ORDI_PREOPEN	Agro Yasa Lestari Tbk.	-	
GEMS	11:56:36	7625	75	1.0	360117500	49	472	48	116	44	ORDI_PREOPEN	Golden Energy Mines Tbk.	-	
UNVRBQCH6A	11:58:48	5	1	25.0	358037700	75	760080	75	743	75	S_WARI	SW Call 10:1 x4515 UNVR 26 Mar 26 KISI (BQ)	-	
BCAP	11:52:36	54	0	0.0	357524200	25	66349	25	243	49	ORDI_PREOPEN	MNC Kapital Indonesia Tbk.	-	
ADROHDPH6A	11:58:05	22	-1	-4.3	354833400	39	152695	38	908	44	S_WARI	SW Put 1,85405:1 x1401 ADRO 25 Feb 26 KGI (HD)	-	
SMBR	11:57:33	276	2	0.7	353068600	54	12800	53	257	65	ORDI_PREOPEN	Semen Baturaja (Persero) Tbk.	-	
PANIHDCJ6A	11:59:53	17	-1	-5.6	350764800	48	218251	47	806	52	S_WARI	SW Call 30:1 x17385 PANI 23 Apr 26 KGI (HD)	-	
EXCLZPCM6A	10:35:22	41	1	2.5	348339300	21	85427	20	21	47	S_WARI	SW Call 14,1661:1 x2833 EXCL 25 Jun 26 Maybank (ZP)	-	
BRPTBQCK6A	11:58:29	9	0	0.0	345021100	56	360233	54	436	73	S_WARI	SW Call 10:1 x4990 BRPT 22 May 26 KISI (BQ)	-	
OLIV	11:59:30	57	2	3.6	344891800	40	61546	39	540	42	ACCEL	Oscar Mitra Sukses Sejahtera Tbk.	-	
MAXI	11:58:51	50	0	0.0	344752300	25	68901	24	204	29	ORDI_PREOPEN	Maxindo Karya Anugerah Tbk.	-	
SMAR	11:43:12	5675	-25	-0.4	344455000	74	604	74	77	42	ORDI_PREOPEN	Sinar Mas Agro Resources and Technology Tbk.	-	
PURI	11:57:01	216	-6	-2.7	339783000	30	15504	30	404	36	ORDI_PREOPEN	Puri Global Sukses Tbk.	-	
CASS	11:59:46	2430	30	1.3	335070000	7	1395	7	23	47	ORDI_PREOPEN	Cahaya Aero Services Tbk.	-	
DOSS	11:59:47	175	6	3.6	329683200	60	19607	59	265	54	ORDI_PREOPEN	Global Sukses Digital Tbk.	-	
TBLA	11:57:07	665	0	0.0	327944500	72	4921	72	130	57	ORDI_PREOPEN	Tunas Baru Lampung Tbk.	-	
KEJU	11:47:45	595	5	0.8	327426500	11	5503	11	49	57	ORDI_PREOPEN	Mulia Boga Raya Tbk.	-	
KREN	11:55:01	21	-1	-4.5	326666400	0	152544	0	423	0	WATCH_CALL	Quantum Clovera Investama Tbk.	-	
CENT	11:58:55	127	-2	-1.6	325772000	21	25506	20	315	35	ORDI_PREOPEN	Centratama Telekomunikasi Indonesia Tbk.	-	
WTON	11:59:37	96	-1	-1.0	323118100	25	33562	24	194	38	ORDI_PREOPEN	Wijaya Karya Beton Tbk.	-	
PGJO	11:56:04	860	0	0.0	322512500	56	3851	55	151	35	ACCEL	Bahtera Bumi Raya Tbk.	-	
HEXA	11:56:47	4470	10	0.2	315990000	59	709	58	130	56	ORDI_PREOPEN	Hexindo Adiperkasa Tbk.	-	
ARGO	11:59:29	1115	80	7.7	315096000	57	2775	57	479	48	ORDI_PREOPEN	Argo Pantes Tbk	-	
DRMA	11:54:25	1030	0	0.0	314437000	17	3057	17	121	34	ORDI_PREOPEN	Dharma Polimetal Tbk.	-	
RAJAZPCV6A	11:56:40	56	3	5.7	313115700	64	53397	63	96	50	S_WARI	SW Call 40:1 x17475 RAJA 27 Okt 26 Maybank (ZP)	-	
OMED	11:57:07	204	-2	-1.0	308360200	58	15077	58	1121	61	ORDI_PREOPEN	Jayamas Medica Industri Tbk.	-	
CSIS	11:59:49	240	-4	-1.6	304895400	29	12656	28	228	35	ORDI_PREOPEN	Cahayasakti Investindo Sukses Tbk.	-	
MDIY	11:49:28	955	0	0.0	301903500	66	3182	66	127	39	ORDI_PREOPEN	Daya Intiguna Yasa Tbk.	-	
IOTF	11:59:53	76	0	0.0	300117300	32	39505	31	333	42	ORDI_PREOPEN	Sumber Sinergi Makmur Tbk.	-	
DEFI	11:59:34	168	-4	-2.3	299204300	33	17730	32	465	40	ORDI_PREOPEN	Danasupra Erapacific Tbk.	-	
HAIS	11:58:48	220	0	0.0	291167200	52	13255	51	270	38	ORDI_PREOPEN	Hasnur Internasional Shipping Tbk.	-	
SRSN	11:54:32	62	0	0.0	290850800	13	47617	12	273	47	ORDI_PREOPEN	Indo Acidatama Tbk	-	
IMAS	11:36:46	1120	25	2.3	285459500	60	2543	60	147	61	ORDI_PREOPEN	Indomobil Sukses Internasional Tbk.	-	
KOTA	11:55:01	59	-2	-3.3	276953100	0	46282	0	248	0	WATCH_CALL	DMS Propertindo Tbk.	-	
CASA	11:56:06	1400	15	1.1	276874500	17	2010	16	128	29	ORDI_PREOPEN	Capital Financial Indonesia Tbk.	-	
PTMP	11:55:57	77	0	0.0	276256900	53	35954	52	401	56	ORDI_PREOPEN	Mitra Pack Tbk.	-	
PTDU	11:55:01	69	0	0.0	274946500	74	37581	73	134	45	WATCH_CALL	Djasa Ubersakti Tbk.	-	
IBOS	11:55:01	123	-13	-9.6	273785700	0	22259	0	148	0	WATCH_CALL	Indo Boga Sukses Tbk.	-	
HYGN	11:59:59	142	-3	-2.1	273331800	27	19218	27	185	31	ORDI_PREOPEN	Ecocare Indo Pasifik Tbk.	-	
SRAJ	11:50:29	15900	-100	-0.6	271077500	55	170	54	41	31	ORDI_PREOPEN	Sejahteraraya Anugrahjaya Tbk.	-	
INCF	11:55:01	73	0	0.0	268632700	0	36799	0	109	0	WATCH_CALL	Indo Komoditi Korpora Tbk.	-	
PBRX	11:55:01	42	-2	-4.5	267650200	0	62245	0	364	0	WATCH_CALL	Pan Brothers Tbk.	-	
TOOL	11:58:23	63	-1	-1.6	263009700	37	41595	36	334	36	ORDI_PREOPEN	Rohartindo Nusantara Luas Tbk.	-	
BKSW	11:52:32	64	-1	-1.5	260570200	39	40591	39	188	42	ORDI_PREOPEN	Bank QNB Indonesia Tbk.	-	
BRISZPCG6A	11:59:54	5	0	0.0	254159300	44	633342	44	466	49	S_WARI	SW Call 10:1 x2750 BRIS 24 Feb 26 Maybank (ZP)	-	
MERI	11:59:16	137	-5	-3.5	250811000	28	18184	28	355	42	ORDI_PREOPEN	Merry Riana Edukasi Tbk.	-	
ZINC	11:55:01	40	2	5.3	245616000	39	61404	38	206	29	WATCH_CALL	Kapuas Prima Coal Tbk.	-	
TRUS	11:57:53	440	32	7.8	243211800	34	5206	34	552	57	ORDI_PREOPEN	Trust Finance Indonesia Tbk	-	
BAUT	11:55:01	44	0	0.0	241740000	18	54212	17	215	38	WATCH_CALL	Mitra Angkasa Sejahtera Tbk.	-	
CARS	11:59:04	93	1	1.1	239996600	50	26071	49	227	42	ORDI_PREOPEN	Industri dan Perdagangan Bintraco Dharma Tbk.	-	
BVIC	11:59:51	128	-1	-0.8	234857400	40	18357	40	113	31	ORDI_PREOPEN	Bank Victoria International Tbk.	-	
TRIS	11:51:56	187	0	0.0	232612100	37	12111	37	332	43	ORDI_PREOPEN	Trisula International Tbk.	-	
PNBS	11:57:13	53	0	0.0	231551900	77	43886	76	191	74	ORDI_PREOPEN	Bank Panin Dubai Syariah Tbk.	-	
UNTD	11:42:45	88	1	1.1	226445900	36	25979	35	173	41	ORDI_PREOPEN	Terang Dunia Internusa Tbk.	-	
RUIS	11:41:43	252	-6	-2.3	224181000	34	8868	33	166	40	ORDI_PREOPEN	Radiant Utama Interinsco Tbk.	-	
MBMABQCG6A	11:57:50	23	0	0.0	223115600	51	93640	51	111	49	S_WARI	SW Call 4:1 x1116 MBMA 24 Feb 26 KISI (BQ)	-	
GSMF	11:57:26	112	0	0.0	221669600	27	19886	26	371	38	ORDI_PREOPEN	Equity Development Investment Tbk.	-	
CFIN	11:58:16	326	0	0.0	220689800	25	6798	25	121	42	ORDI_PREOPEN	Clipan Finance Indonesia Tbk.	-	
LINK	11:52:19	2770	-80	-2.8	220220000	15	789	14	101	37	ORDI_PREOPEN	Link Net Tbk.	-	
HGII	11:55:43	152	-1	-0.7	218934800	46	14377	45	177	49	ORDI_PREOPEN	Hero Global Investment Tbk.	-	
CASH	11:55:27	152	3	2.0	217994200	33	14668	32	263	43	ACCEL	Cashlez Worldwide Indonesia Tbk.	-	
PANS	11:54:02	1565	5	0.3	216046500	81	1376	81	45	60	ORDI_PREOPEN	Panin Sekuritas Tbk.	-	
VTNY	11:57:32	88	-1	-1.1	214513900	61	24257	60	187	47	ORDI_PREOPEN	Venteny Fortuna International Tbk.	-	
ALKA	11:59:37	590	-25	-4.1	213322500	18	3544	17	297	25	ORDI_PREOPEN	Alakasa Industrindo Tbk	-	
MANG-W	11:57:44	26	-2	-7.1	213120700	22	81125	21	188	33	WARI	Waran MANG  Manggung Polahraya Tbk.	End Waran 2027-01-12	
ADCP	11:59:59	57	1	1.8	209818600	79	36959	78	382	72	ORDI_PREOPEN	Adhi Commuter Properti Tbk.	-	
BLTA	11:55:01	43	0	0.0	209229500	40	48060	39	249	32	WATCH_CALL	Berlian Laju Tanker Tbk	-	
KMDS	11:45:34	585	-5	-0.8	206271500	43	3510	43	113	44	ORDI_PREOPEN	Kurniamitra Duta Sentosa Tbk.	-	
LRNA	11:59:35	234	-8	-3.3	205818000	53	8902	53	482	49	ORDI_PREOPEN	Eka Sari Lorena Transport Tbk.	-	
SURI	11:59:13	81	-1	-1.2	205189800	29	25507	28	285	32	ORDI_PREOPEN	Maja Agung Latexindo Tbk.	-	
RAJAYUCV6A	10:48:37	82	1	1.2	204259200	16	24258	16	42	28	S_WARI	SW Call 9,9674:1 x10167 RAJA 19 Oct 26 CGS (YU)	-	
BBHI	11:52:09	1405	0	0.0	202888500	33	1437	33	68	39	ORDI_PREOPEN	Allo Bank Indonesia Tbk.	-	
MITI	11:56:39	338	0	0.0	199672800	22	5932	21	136	28	ORDI_PREOPEN	Mitra Investindo Tbk.	-	
HRUMDRCN6A	11:30:04	28	3	12.0	197852600	15	71820	13	25	28	S_WARI	SW Call 3,5:1 x1600 HRUM 29 Jun 26 RHB (DR)	-	
UNTRHDCM6A	11:45:21	177	32	22.1	196173400	77	11198	77	25	68	S_WARI	SW Call 29,33555:1 x27177 UNTR 5 Jun 26 KGI (HD)	-	
NAIK-W	11:59:32	20	0	0.0	195409300	45	99593	43	115	44	WARI	Waran NAIK  Adiwarna Anugerah Abadi Tbk.	End Waran 2026-05-13	
PURA	11:55:01	37	-2	-5.1	194529100	0	52325	0	205	0	WATCH_CALL	Putra Rajawali Kencana Tbk.	-	
NFCX	11:59:38	1660	115	7.4	194340500	72	1212	71	115	57	ORDI_PREOPEN	NFC Indonesia Tbk.	-	
ANDI	11:55:01	29	0	0.0	188972300	13	64888	12	281	32	WATCH_CALL	Andira Agro Tbk.	-	
BRPTDRCH6A	11:56:12	8	1	14.3	188067300	33	250644	31	454	66	S_WARI	SW Call 5:1 x5250 BRPT 11 Mar 26 RHB (DR)	-	
CANI	11:55:01	202	18	9.8	187052000	52	9260	51	64	60	WATCH_CALL	Capitol Nusantara Indonesia Tbk.	-	
RAJAZPCK6A	11:38:25	107	5	4.9	185964500	65	16550	64	51	37	S_WARI	SW Call 20:1 x3000 RAJA 20 May 26 Maybank (ZP)	-	
ENRGYUCN6A	11:24:34	122	19	18.4	185388800	50	15012	50	8	50	S_WARI	CGS International Sekuritas Indonesia	-	
RAJAYUCN6A	11:38:06	101	5	5.2	185076600	23	17894	23	21	28	S_WARI	SW Call 14,9511:1 x4984 RAJA 15 Jul 26 CGS (YU)	-	
NEST	11:41:09	390	-2	-0.5	181930800	17	4673	16	100	40	ORDI_PREOPEN	Esta Indonesia Tbk.	-	
DWGL	11:58:20	250	10	4.2	177707600	50	7211	49	205	55	ORDI_PREOPEN	Dwi Guna Laksana Tbk.	-	
MUTU	11:59:24	111	2	1.8	175559100	57	16088	57	272	63	ORDI_PREOPEN	Mutuagung Lestari Tbk.	-	
MLIA	11:59:57	310	-4	-1.3	175534400	51	5613	50	80	52	ORDI_PREOPEN	Mulia Industrindo Tbk	-	
HALO	11:58:04	83	-1	-1.2	174860700	9	21023	9	203	26	ORDI_PREOPEN	Haloni Jane Tbk.	-	
ENRGZPCV6A	10:33:43	61	14	29.8	171930300	20	28522	20	19	52	S_WARI	SW Call 9:1 x4370 ENRG 27 Okt 26 Maybank (ZP)	-	
MKPI	11:21:47	24050	-100	-0.4	170627500	96	71	95	66	96	ORDI_PREOPEN	Metropolitan Kentjana Tbk.	-	
INTA	11:55:01	124	11	9.7	170363600	89	13739	88	67	68	WATCH_CALL	Intraco Penta Tbk.	-	
DGIK	11:59:33	137	-1	-0.7	169871000	20	12392	19	149	30	ORDI_PREOPEN	Nusa Konstruksi Enjiniring Tbk.	-	
GWSA	11:58:31	181	-3	-1.6	167016900	34	9272	34	195	42	ORDI_PREOPEN	Greenwood Sejahtera Tbk.	-	
ADES	11:52:56	15400	0	0.0	166717500	27	109	26	30	23	ORDI_PREOPEN	Akasha Wira International Tbk.	-	
MOLI	11:54:15	266	2	0.8	166234200	41	6293	40	179	45	ORDI_PREOPEN	Madusari Murni Indah Tbk.	-	
FWCT	11:58:38	139	0	0.0	165879500	10	12016	9	102	31	ORDI_PREOPEN	Wijaya Cahaya Timber Tbk.	-	
ROTI	11:59:25	775	0	0.0	164975000	71	2133	70	99	53	ORDI_PREOPEN	Nippon Indosari Corpindo Tbk.	-	
BUAH	11:57:41	545	-5	-0.9	164929000	30	2989	29	98	36	ORDI_PREOPEN	Segar Kumala Indonesia Tbk.	-	
OILS	11:56:36	208	2	1.0	164882800	61	7895	60	221	52	ORDI_PREOPEN	Indo Oil Perkasa Tbk.	-	
KAEF	11:47:36	525	-10	-1.9	164695500	13	3134	13	139	39	ORDI_PREOPEN	Kimia Farma Tbk.	-	
PJHB-W	11:59:28	68	-1	-1.4	163091200	31	23936	31	495	42	WARI	Waran PJHB  Pelayaran Jaya Hidup Baru Tbk.	End Waran 2026-11-05	
KLIN	11:49:51	169	14	9.0	162010200	77	9673	77	81	60	ACCEL	Klinko Karya Imaji Tbk.	-	
JKON	11:57:26	82	0	0.0	161968400	64	19819	64	204	59	ORDI_PREOPEN	Jaya Konstruksi Manggala Pratama Tbk.	-	
MLPT	11:48:53	37000	-575	-1.5	161230000	56	43	55	39	53	ORDI_PREOPEN	Multipolar Technology Tbk.	-	
SUNI	11:52:06	790	-10	-1.3	157764000	75	1990	74	67	62	ORDI_PREOPEN	Sunindo Pratama Tbk.	-	
AIMS	11:54:32	416	-2	-0.5	155485800	62	3763	62	300	59	ORDI_PREOPEN	Artha Mahiya Investama Tbk.	-	
SAFE	11:57:48	376	-8	-2.1	153615800	94	4054	93	104	75	ORDI_PREOPEN	Steady Safe Tbk	-	
DNAR	11:54:20	158	2	1.3	152797900	33	9838	32	250	43	ORDI_PREOPEN	Bank Oke Indonesia Tbk.	-	
PBID	11:52:29	486	0	0.0	150668000	39	3098	39	146	46	ORDI_PREOPEN	Panca Budi Idaman Tbk.	-	
HAJJ-W	11:58:28	25	0	0.0	148620400	41	60183	40	111	55	WARI	Waran HAJJ  Arsy Buana Travelindo Tbk.	End Waran 2026-04-03	
SDPC	11:28:38	197	0	0.0	148536800	49	7508	48	126	65	ORDI_PREOPEN	Millennium Pharmacon International Tbk.	-	
BUMIZPCV6A	11:55:25	41	-2	-4.7	148143400	53	35904	51	119	42	S_WARI	SW Call 3:1 x1085 BUMI 27 Okt 26 Maybank (ZP)	-	
WIFIDRCM6A	11:01:06	30	-1	-3.2	144480400	0	42967	0	16	12	S_WARI	SW Call 5:1 x4900 WIFI 5 Jun 26 RHB (DR)	-	
GEMA	11:58:19	92	0	0.0	142235400	44	15521	44	100	62	ORDI_PREOPEN	Gema Grahasarana Tbk.	-	
LUCK	11:57:20	119	1	0.8	141362400	50	11931	49	252	67	ORDI_PREOPEN	Sentral Mitra Informatika Tbk.	-	
BCIP	11:54:25	71	-1	-1.4	139942400	28	19521	28	196	47	ORDI_PREOPEN	Bumi Citra Permai Tbk.	-	
